VAR	AUG	OCT	SCORE	Cartref	Glenrosa	Oakleaf	Tukulu	Westleigh	FineSand	FineSandyLoam	LoamyFineSand	SoilSuitIndex	EffectRootDepth	Elevation	Slope	Roughness	Ruggedness
CX	0	0	0	0	0	1	0	0	0	1	0	6	63	358	8	34	40
CX	0	0	0	0	0	1	0	0	0	1	0	6	69	359	8	54	50
CX	1	0	1	0	0	1	0	0	0	1	0	6	67	359	7	78	58
CX	0	0	0	0	0	1	0	0	0	1	0	6	65	358	12	34	52
CX	0	0	0	0	0	1	0	0	0	0	1	6	71	359	10	12	45
CX	1	1	2	0	0	1	0	0	0	1	0	6	69	358	7	53	91
CX	0	0	0	0	0	1	0	0	0	1	0	6	68	358	9	50	24
CX	0	0	0	0	0	1	0	0	0	0	1	6	72	359	3	9	21
CX	0	0	0	0	0	1	0	0	0	0	1	6	71	358	7	20	17
CX	0	0	0	0	0	1	0	0	0	0	1	6	70	357	7	21	24
CX	0	0	0	0	0	1	0	0	0	0	1	6	72	358	19	64	45
CX	0	0	0	0	0	1	0	0	0	0	1	6	72	358	10	44	39
CX	0	0	0	0	0	1	0	0	0	0	1	6	71	357	24	67	78
CX	1	0	1	0	0	1	0	0	0	0	1	7	73	358	9	11	11
CX	0	0	0	0	0	1	0	0	0	0	1	6	72	357	7	31	54
CX	0	0	0	0	0	1	0	0	0	0	1	6	72	357	9	109	89
CA	0	0	0	0	0	0	1	0	0	0	1	6	72	361	19	15	9
CA	0	0	0	0	0	0	1	0	0	0	1	6	72	361	7	19	48
CA	0	1	1	0	0	1	0	0	0	0	1	6	72	360	2	43	65
CA	0	0	0	0	0	1	0	0	0	0	1	6	71	360	7	19	64
CA	0	0	0	0	0	1	0	0	0	0	1	6	71	360	11	22	22
CA	0	0	0	0	0	1	0	0	0	1	0	6	70	360	13	28	29
CA	0	0	0	0	0	1	0	0	0	1	0	6	70	360	10	48	35
CA	1	0	1	0	0	1	0	0	0	1	0	6	69	360	12	34	113
CA	1	0	1	0	0	1	0	0	0	1	0	6	69	360	5	24	13
CA	0	0	0	0	0	1	0	0	0	1	0	6	68	360	12	44	73
CA	0	0	0	0	0	1	0	0	0	1	0	6	68	359	3	28	14
CA	0	1	1	0	0	1	0	0	0	1	0	6	67	359	4	9	15
CA	0	0	0	0	0	1	0	0	0	1	0	6	67	359	18	18	14
CA	0	0	0	0	0	1	0	0	0	1	0	6	66	359	3	6	9
CA	0	1	1	0	0	1	0	0	0	1	0	6	66	359	12	23	23
CA	0	0	0	0	0	1	0	0	0	1	0	6	66	359	8	12	27
CA	0	0	0	0	0	1	0	0	0	1	0	6	65	359	6	11	53
CA	1	0	1	0	0	1	0	0	0	1	0	6	65	359	13	59	67
CA	0	0	0	0	0	1	0	0	0	1	0	6	65	359	20	30	66
CA	0	1	1	0	0	1	0	0	0	1	0	6	64	358	10	23	17
CA	0	1	1	0	0	1	0	0	0	1	0	6	64	358	9	37	21
CA	0	0	0	0	0	1	0	0	0	1	0	6	64	358	14	24	21
CA	0	0	0	0	0	1	0	0	0	1	0	6	64	358	11	52	60
CA	0	0	0	0	0	1	0	0	0	1	0	6	64	358	12	50	50
CA	0	0	0	0	0	1	0	0	0	1	0	6	64	358	10	42	41
CA	0	1	1	0	0	1	0	0	0	1	0	6	64	358	6	42	37
CA	0	1	1	0	0	1	0	0	0	1	0	6	64	358	9	15	18
CA	0	0	0	0	0	0	1	0	0	0	1	6	72	361	7	19	10
CA	0	0	0	0	0	0	1	0	0	0	1	6	72	361	9	67	47
CA	0	0	0	0	0	1	0	0	0	0	1	6	71	360	5	13	33
CA	1	0	1	0	0	1	0	0	0	0	1	6	71	360	11	29	15
CA	0	1	1	0	0	1	0	0	0	1	0	6	70	360	9	60	85
CA	0	0	0	0	0	1	0	0	0	1	0	6	70	360	7	61	54
CA	0	0	0	0	0	1	0	0	0	1	0	6	69	360	9	47	34
CA	0	0	0	0	0	1	0	0	0	1	0	6	69	360	16	58	36
CA	0	0	0	0	0	1	0	0	0	1	0	6	68	360	14	14	11
CA	0	0	0	0	0	1	0	0	0	1	0	6	68	360	12	47	47
CA	1	0	1	0	0	1	0	0	0	1	0	6	67	359	6	27	13
CA	0	0	0	0	0	1	0	0	0	1	0	6	67	359	1	29	21
CA	0	0	0	0	0	1	0	0	0	1	0	6	66	359	22	107	62
CA	0	0	0	0	0	1	0	0	0	1	0	6	66	359	15	21	14
CA	0	0	0	0	0	1	0	0	0	1	0	6	65	359	11	31	23
CA	0	0	0	0	0	1	0	0	0	1	0	6	65	359	2	23	22
CA	0	0	0	0	0	1	0	0	0	1	0	6	65	359	31	70	79
CA	0	1	1	0	0	1	0	0	0	1	0	6	64	359	5	24	29
CA	0	1	1	0	0	1	0	0	0	1	0	6	64	359	7	46	53
CA	0	0	0	0	0	1	0	0	0	1	0	6	64	358	7	10	7
CA	0	0	0	0	0	1	0	0	0	1	0	6	64	358	3	22	24
CA	0	0	0	0	0	1	0	0	0	1	0	6	63	358	11	28	20
CA	0	0	0	0	0	1	0	0	0	1	0	6	63	358	11	28	17
CA	0	0	0	0	0	1	0	0	0	1	0	6	63	358	4	77	62
CA	0	0	0	0	0	1	0	0	0	1	0	6	63	358	3	30	28
CA	0	0	0	0	0	1	0	0	0	1	0	6	64	358	2	15	17
CA	0	0	0	0	0	1	0	0	0	1	0	6	64	358	12	25	19
CA	0	0	0	0	0	0	1	0	0	0	1	6	72	361	21	38	77
CA	0	0	0	0	0	1	0	0	0	0	1	6	72	361	11	20	22
CA	0	0	0	0	0	1	0	0	0	0	1	6	71	360	8	14	10
CA	0	0	0	0	0	1	0	0	0	0	1	6	71	360	10	15	8
CA	0	1	1	0	0	1	0	0	0	1	0	6	70	360	8	26	25
CA	0	0	0	0	0	1	0	0	0	1	0	6	70	360	5	34	32
CA	0	0	0	0	0	1	0	0	0	1	0	6	69	360	11	21	16
CA	0	0	0	0	0	1	0	0	0	1	0	6	69	360	17	100	44
CA	0	0	0	0	0	1	0	0	0	1	0	6	68	360	11	66	54
CA	0	0	0	0	0	1	0	0	0	1	0	6	68	360	7	39	28
CA	0	0	0	0	0	1	0	0	0	1	0	6	67	359	12	32	45
CA	1	0	1	0	0	1	0	0	0	1	0	6	67	359	8	36	40
CA	0	0	0	0	0	1	0	0	0	1	0	6	66	359	13	19	75
CA	0	0	0	0	0	1	0	0	0	1	0	6	66	359	8	22	18
CA	0	1	1	0	0	1	0	0	0	1	0	6	65	359	11	12	7
CA	0	0	0	0	0	1	0	0	0	1	0	6	65	359	6	59	63
CA	0	0	0	0	0	1	0	0	0	1	0	6	64	359	10	68	46
CA	0	0	0	0	0	1	0	0	0	1	0	6	64	359	7	36	25
CA	1	1	2	0	0	1	0	0	0	1	0	6	64	359	9	15	29
CA	0	0	0	0	0	1	0	0	0	1	0	6	63	358	11	62	55
CA	0	0	0	0	0	1	0	0	0	1	0	6	63	358	8	41	16
CA	0	0	0	0	0	1	0	0	0	1	0	6	63	358	5	20	16
CA	0	0	0	0	0	1	0	0	0	1	0	6	63	358	9	28	31
CA	0	0	0	0	0	1	0	0	0	1	0	6	63	358	7	37	43
CA	0	0	0	0	0	1	0	0	0	1	0	6	63	358	7	44	63
CA	0	0	0	0	0	1	0	0	0	1	0	6	63	358	2	56	62
CA	0	0	0	0	0	1	0	0	0	1	0	6	63	358	7	42	29
CA	0	0	0	0	0	1	0	0	0	0	1	6	69	350	9	35	17
CA	0	0	0	0	0	1	0	0	0	0	1	6	69	350	13	66	51
CA	0	1	1	0	0	1	0	0	0	0	1	6	68	350	10	62	39
CA	0	0	0	0	0	1	0	0	0	0	1	6	68	350	7	43	15
CA	0	0	0	0	0	1	0	0	0	0	1	6	68	350	6	14	30
CA	0	1	1	0	0	1	0	0	0	0	1	6	67	350	11	57	40
CA	0	1	1	0	0	1	0	0	0	0	1	6	67	349	11	29	12
CA	0	0	0	0	0	1	0	0	0	0	1	6	68	350	9	9	37
CA	0	1	1	0	0	1	0	0	0	0	1	6	68	350	3	81	62
CA	0	0	0	0	0	1	0	0	0	0	1	6	68	350	5	64	58
CA	0	0	0	0	0	1	0	0	0	0	1	6	68	350	12	41	49
CA	0	1	1	0	0	1	0	0	0	0	1	6	67	350	10	59	42
CA	0	0	0	0	0	1	0	0	0	0	1	6	67	349	8	95	107
CA	0	1	1	0	0	1	0	0	0	0	1	6	66	349	15	20	29
CA	0	0	0	0	0	1	0	0	0	0	1	6	67	350	7	20	45
CA	0	1	1	0	0	1	0	0	0	0	1	6	67	350	10	26	49
CA	0	0	0	0	0	1	0	0	0	0	1	6	67	350	12	39	28
CA	0	1	1	0	0	1	0	0	0	0	1	6	67	349	12	28	8
CA	0	0	0	0	0	1	0	0	0	0	1	6	67	349	9	33	10
CA	0	0	0	0	0	1	0	0	0	0	1	6	66	349	11	32	28
CA	1	1	2	0	0	1	0	0	0	0	1	6	66	349	14	73	65
CA	0	0	0	0	0	1	0	0	0	0	1	6	73	354	18	74	80
CA	0	0	0	0	0	1	0	0	0	0	1	6	73	353	9	123	136
CA	1	0	1	0	0	1	0	0	0	1	0	6	74	352	14	77	69
CA	0	0	0	0	0	1	0	0	0	0	1	6	73	353	1	15	12
CA	0	0	0	0	0	1	0	0	0	0	1	6	73	353	5	28	65
CA	0	1	1	0	0	1	0	0	0	1	0	6	73	352	6	80	77
CA	0	0	0	0	0	1	0	0	0	0	1	6	73	353	8	59	47
CA	0	1	1	0	0	1	0	0	0	0	1	6	73	353	13	106	76
CA	0	0	0	0	0	1	0	0	0	0	1	6	73	352	7	39	31
CA	0	1	1	0	0	0	1	0	0	0	1	6	74	353	19	53	18
CA	0	0	0	0	0	1	0	0	0	0	1	6	73	352	6	29	15
CA	0	0	0	0	0	1	0	0	0	0	1	6	72	352	12	14	55
CA	0	0	0	0	0	0	1	0	0	0	1	6	74	353	4	38	26
CA	1	0	1	0	0	0	1	0	0	0	1	6	73	352	7	42	28
CA	0	0	0	0	0	1	0	0	0	0	1	6	71	352	13	38	28
CA	0	0	0	0	0	0	1	0	0	0	1	5	74	352	9	46	46
CA	0	0	0	0	0	0	1	0	0	0	1	6	72	352	3	64	38
CA	0	1	1	0	0	1	0	0	0	0	1	6	71	351	4	58	45
CX	0	0	0	0	0	1	0	0	0	0	1	6	72	355	12	52	42
CX	1	0	1	0	0	1	0	0	0	0	1	6	73	354	2	35	36
CX	0	0	0	0	0	1	0	0	0	0	1	6	73	354	13	61	59
CX	0	0	0	0	0	1	0	0	0	1	0	6	74	354	1	82	61
CX	0	0	0	0	0	1	0	0	0	1	0	7	74	354	5	22	22
CX	0	0	0	0	0	1	0	0	0	1	0	7	75	353	7	18	28
CX	0	0	0	0	0	1	0	0	0	1	0	7	76	353	2	21	45
CX	0	0	0	0	0	1	0	0	0	0	1	6	72	355	9	21	21
CX	0	0	0	0	0	1	0	0	0	0	1	6	73	354	18	40	71
CX	0	0	0	0	0	1	0	0	0	0	1	6	73	354	10	26	34
CX	0	0	0	0	0	1	0	0	0	1	0	6	74	354	6	56	39
CX	0	0	0	0	0	1	0	0	0	1	0	7	74	353	18	19	57
CX	0	0	0	0	0	1	0	0	0	1	0	7	75	353	6	50	32
CX	0	0	0	0	0	1	0	0	0	1	0	7	76	353	7	49	28
CX	0	0	0	0	0	1	0	0	0	0	1	6	72	355	9	31	42
CX	0	0	0	0	0	1	0	0	0	0	1	6	73	354	5	41	77
CX	0	0	0	0	0	1	0	0	0	0	1	6	73	354	3	39	66
CX	0	0	0	0	0	1	0	0	0	1	0	6	74	354	4	79	58
CX	0	0	0	0	0	1	0	0	0	1	0	6	74	353	10	35	31
CX	0	0	0	0	0	1	0	0	0	1	0	7	75	353	10	19	113
CX	1	0	1	0	0	1	0	0	0	1	0	7	76	353	5	33	29
EG	0	0	0	0	0	1	0	0	0	0	1	6	71	355	3	33	54
EG	1	0	1	0	0	1	0	0	0	0	1	6	72	355	4	38	16
EG	0	0	0	0	0	1	0	0	0	0	1	6	72	355	11	15	28
EG	0	0	0	0	0	1	0	0	0	0	1	6	72	355	10	41	67
EG	0	0	0	0	0	1	0	0	0	0	1	6	72	355	8	53	39
EG	0	0	0	0	0	1	0	0	0	0	1	6	72	355	23	35	23
EG	0	0	0	0	0	1	0	0	0	0	1	6	72	355	10	123	127
EG	1	1	2	0	0	1	0	0	0	0	1	6	72	355	8	31	12
EG	1	1	2	0	0	1	0	0	0	0	1	6	72	355	46	35	19
EG	1	1	2	0	0	1	0	0	0	0	1	6	73	355	18	57	29
EG	0	0	0	0	0	1	0	0	0	0	1	6	73	354	31	51	77
EG	0	0	0	0	0	1	0	0	0	1	0	6	73	355	55	15	55
EG	0	0	0	0	0	1	0	0	0	1	0	6	73	354	37	21	23
EG	0	0	0	0	0	1	0	0	0	1	0	6	73	354	6	11	14
EG	0	0	0	0	0	1	0	0	0	1	0	6	73	354	30	66	38
EG	0	0	0	0	0	1	0	0	0	1	0	7	74	354	8	18	19
EG	0	0	0	0	0	1	0	0	0	1	0	7	74	354	28	22	37
EG	0	0	0	0	0	1	0	0	0	1	0	7	74	354	11	104	87
EG	0	0	0	0	0	1	0	0	0	1	0	7	74	353	11	14	25
EG	0	0	0	0	0	1	0	0	0	1	0	7	74	353	1	13	83
EG	0	0	0	0	0	1	0	0	0	1	0	7	75	353	1	13	7
EG	0	0	0	0	0	1	0	0	0	1	0	7	75	353	9	11	27
EG	1	1	2	0	0	1	0	0	0	1	0	7	75	353	23	42	31
EG	0	0	0	0	0	1	0	0	0	1	0	7	75	353	8	65	65
EG	0	0	0	0	0	1	0	0	0	1	0	7	75	353	18	43	32
EG	0	0	0	0	0	1	0	0	0	1	0	7	75	353	16	39	26
EG	0	0	0	0	0	1	0	0	0	1	0	7	75	353	18	87	88
EG	1	1	2	0	0	1	0	0	0	0	1	6	72	355	17	55	43
EG	0	0	0	0	0	1	0	0	0	0	1	6	72	355	16	52	54
EG	0	0	0	0	0	1	0	0	0	0	1	6	72	355	17	50	29
EG	0	0	0	0	0	1	0	0	0	0	1	6	72	355	3	22	8
EG	0	0	0	0	0	1	0	0	0	0	1	6	72	355	8	36	33
EG	0	0	0	0	0	1	0	0	0	0	1	6	72	355	8	53	42
EG	0	0	0	0	0	1	0	0	0	0	1	6	72	355	5	38	59
EG	1	0	1	0	0	1	0	0	0	0	1	6	72	355	9	38	36
EG	0	0	0	0	0	1	0	0	0	0	1	6	73	354	9	21	29
EG	1	0	1	0	0	1	0	0	0	0	1	6	73	354	24	78	71
EG	0	0	0	0	0	1	0	0	0	0	1	6	73	354	39	40	26
EG	0	0	0	0	0	1	0	0	0	1	0	6	73	354	18	50	24
EG	0	0	0	0	0	1	0	0	0	1	0	6	73	354	9	36	41
EG	1	0	1	0	0	1	0	0	0	1	0	6	73	354	26	13	16
EG	1	1	2	0	0	1	0	0	0	1	0	6	74	354	16	21	27
EG	1	1	2	0	0	1	0	0	0	1	0	7	74	354	7	19	59
EG	0	0	0	0	0	1	0	0	0	1	0	7	74	354	8	20	25
EG	0	0	0	0	0	1	0	0	0	1	0	7	74	354	10	30	16
EG	0	0	0	0	0	1	0	0	0	1	0	7	74	353	11	29	27
EG	0	0	0	0	0	1	0	0	0	1	0	7	74	353	7	32	93
EG	0	0	0	0	0	1	0	0	0	1	0	7	75	353	5	47	67
EG	1	0	1	0	0	1	0	0	0	1	0	7	75	353	7	41	47
EG	0	0	0	0	0	1	0	0	0	1	0	7	75	353	8	12	67
EG	1	1	2	0	0	1	0	0	0	1	0	7	75	353	3	37	42
EG	0	0	0	0	0	1	0	0	0	1	0	7	75	353	13	42	36
EG	0	0	0	0	0	1	0	0	0	1	0	7	75	353	9	22	30
EG	0	0	0	0	0	1	0	0	0	1	0	7	76	353	5	35	62
EG	0	0	0	0	0	1	0	0	0	0	1	6	72	355	6	79	72
EG	0	0	0	0	0	1	0	0	0	0	1	6	72	355	13	21	16
EG	0	0	0	0	0	1	0	0	0	0	1	6	72	355	14	69	46
EG	1	1	2	0	0	1	0	0	0	0	1	6	72	355	12	23	37
EG	1	0	1	0	0	1	0	0	0	0	1	6	72	355	7	31	46
EG	0	0	0	0	0	1	0	0	0	0	1	6	72	355	7	24	51
EG	0	0	0	0	0	1	0	0	0	0	1	6	72	355	25	106	91
EG	0	0	0	0	0	1	0	0	0	0	1	6	73	355	29	41	66
EG	0	0	0	0	0	1	0	0	0	0	1	6	73	355	34	38	15
EG	0	0	0	0	0	1	0	0	0	0	1	6	73	355	24	54	26
EG	0	0	0	0	0	1	0	0	0	0	1	6	73	354	23	44	54
EG	0	0	0	0	0	1	0	0	0	1	0	6	73	354	15	39	73
EG	0	0	0	0	0	1	0	0	0	1	0	6	73	354	20	40	42
EG	1	1	2	0	0	1	0	0	0	1	0	6	73	354	18	24	47
EG	1	0	1	0	0	1	0	0	0	1	0	6	74	354	17	17	46
EG	0	1	1	0	0	1	0	0	0	1	0	7	74	354	22	54	55
EG	0	0	0	0	0	1	0	0	0	1	0	7	74	354	13	21	58
EG	0	0	0	0	0	1	0	0	0	1	0	7	74	354	6	50	39
EG	0	0	0	0	0	1	0	0	0	1	0	7	74	353	8	33	41
EG	0	0	0	0	0	1	0	0	0	1	0	7	74	353	10	31	44
EG	0	0	0	0	0	1	0	0	0	1	0	7	75	353	14	44	29
EG	0	0	0	0	0	1	0	0	0	1	0	7	75	353	5	40	39
EG	0	0	0	0	0	1	0	0	0	1	0	7	75	353	4	41	54
EG	0	0	0	0	0	1	0	0	0	1	0	7	75	353	7	45	34
EG	0	0	0	0	0	1	0	0	0	1	0	7	75	353	9	45	25
EG	0	0	0	0	0	1	0	0	0	1	0	7	75	353	9	52	35
EG	0	0	0	0	0	1	0	0	0	1	0	7	76	353	11	15	78
CA	0	0	0	0	0	1	0	0	0	1	0	6	67	356	6	15	7
CA	0	0	0	0	0	1	0	0	0	1	0	6	68	355	4	17	13
CA	0	0	0	0	0	1	0	0	0	1	0	6	69	355	15	48	40
CA	1	0	1	0	0	1	0	0	0	1	0	6	70	355	7	33	23
CA	0	1	1	0	0	1	0	0	0	1	0	6	71	355	8	22	75
CA	0	0	0	0	0	1	0	0	0	1	0	6	71	354	12	21	13
CA	0	1	1	0	0	1	0	0	0	0	1	6	72	354	23	70	92
CA	0	0	0	0	0	1	0	0	0	0	1	7	73	354	5	26	27
CA	0	0	0	0	0	1	0	0	0	0	1	7	74	354	8	45	41
CA	0	0	0	0	0	1	0	0	0	0	1	7	75	354	7	24	18
CA	0	1	1	0	0	1	0	0	0	0	1	7	75	353	9	28	46
CA	0	1	1	0	0	1	0	0	0	0	1	7	76	353	11	42	35
CA	0	0	0	0	0	1	0	0	0	1	0	6	67	356	10	25	32
CA	0	0	0	0	0	1	0	0	0	1	0	6	68	355	13	37	12
CA	0	0	0	0	0	1	0	0	0	1	0	6	69	355	8	50	68
CA	0	0	0	0	0	1	0	0	0	1	0	6	70	355	37	36	36
CA	0	0	0	0	0	1	0	0	0	1	0	6	71	355	8	97	79
CA	1	0	1	0	0	1	0	0	0	1	0	6	72	354	4	30	29
CA	1	0	1	0	0	1	0	0	0	0	1	6	72	354	11	134	77
CA	0	0	0	0	0	1	0	0	0	0	1	7	73	354	23	114	146
CA	0	0	0	0	0	1	0	0	0	0	1	7	74	354	10	67	97
CA	0	0	0	0	0	1	0	0	0	0	1	7	75	353	10	23	44
CA	0	1	1	0	0	1	0	0	0	0	1	7	75	353	2	37	19
CA	0	1	1	0	0	1	0	0	0	0	1	7	76	353	13	37	41
CA	0	0	0	0	0	1	0	0	0	1	0	6	68	356	11	92	72
CA	1	0	1	0	0	1	0	0	0	1	0	6	69	355	12	95	96
CA	0	0	0	0	0	1	0	0	0	1	0	6	70	355	11	54	61
CA	0	1	1	0	0	1	0	0	0	1	0	6	70	355	6	44	46
CA	1	1	2	0	0	1	0	0	0	1	0	6	71	355	16	39	37
CA	0	0	0	0	0	1	0	0	0	1	0	6	72	354	24	15	33
CA	0	0	0	0	0	1	0	0	0	0	1	6	73	354	14	68	35
CA	0	0	0	0	0	1	0	0	0	0	1	7	73	354	16	36	40
CA	0	0	0	0	0	1	0	0	0	0	1	7	74	354	6	53	39
CA	0	0	0	0	0	1	0	0	0	0	1	7	75	353	2	26	14
CA	0	0	0	0	0	1	0	0	0	0	1	7	75	353	10	36	27
CA	0	0	0	0	0	1	0	0	0	0	1	7	76	353	8	55	41
CA	0	0	0	0	0	1	0	0	0	1	0	6	69	356	9	65	50
CA	0	0	0	0	0	1	0	0	0	1	0	6	69	355	10	50	31
CA	0	0	0	0	0	1	0	0	0	1	0	6	70	355	10	50	34
CA	0	0	0	0	0	1	0	0	0	1	0	6	71	355	7	52	32
CA	0	0	0	0	0	1	0	0	0	1	0	6	71	355	44	41	39
CA	0	1	1	0	0	1	0	0	0	1	0	6	72	354	21	44	57
CA	0	0	0	0	0	1	0	0	0	0	1	6	73	354	4	56	63
CA	0	0	0	0	0	1	0	0	0	0	1	7	73	354	8	94	77
CA	0	0	0	0	0	1	0	0	0	0	1	7	74	354	13	27	25
CA	0	0	0	0	0	1	0	0	0	0	1	7	75	353	13	35	16
CA	0	0	0	0	0	1	0	0	0	0	1	7	75	353	6	35	17
CA	0	0	0	0	0	1	0	0	0	0	1	7	76	353	10	30	48
CA	0	0	0	0	0	1	0	0	0	1	0	6	69	355	3	31	52
CA	0	0	0	0	0	1	0	0	0	1	0	6	70	355	12	48	19
CA	0	0	0	0	0	1	0	0	0	1	0	6	70	355	5	69	45
CA	0	0	0	0	0	1	0	0	0	1	0	6	71	355	3	35	26
CA	0	0	0	0	0	1	0	0	0	1	0	6	72	355	19	40	34
CA	1	0	1	0	0	1	0	0	0	1	0	6	72	354	4	24	19
CA	0	0	0	0	0	1	0	0	0	0	1	6	73	354	17	35	65
CA	0	1	1	0	0	1	0	0	0	0	1	7	73	354	5	53	42
CA	0	1	1	0	0	1	0	0	0	0	1	7	74	354	4	45	48
CA	0	0	0	0	0	1	0	0	0	0	1	7	74	353	12	54	61
CA	0	1	1	0	0	1	0	0	0	0	1	7	75	353	7	36	67
CA	0	0	0	0	0	1	0	0	0	0	1	7	75	353	7	18	18
CA	0	0	0	0	0	1	0	0	0	1	0	6	70	355	1	28	29
CA	0	0	0	0	0	1	0	0	0	1	0	6	70	355	9	51	27
CA	0	1	1	0	0	1	0	0	0	1	0	6	71	355	6	45	30
CA	0	1	1	0	0	1	0	0	0	1	0	6	71	355	8	47	24
CA	0	0	0	0	0	1	0	0	0	1	0	6	72	354	5	43	46
CA	1	1	2	0	0	1	0	0	0	1	0	6	72	354	5	94	82
CA	0	0	0	0	0	1	0	0	0	0	1	6	73	354	11	58	36
CA	0	0	0	0	0	1	0	0	0	0	1	7	73	354	12	48	27
CA	0	1	1	0	0	1	0	0	0	0	1	7	74	354	4	33	46
CA	0	0	0	0	0	1	0	0	0	0	1	7	74	353	3	12	46
CA	0	0	0	0	0	1	0	0	0	0	1	7	75	353	5	18	27
CA	0	0	0	0	0	1	0	0	0	0	1	7	75	353	6	22	20
EG	0	0	0	0	0	1	0	0	0	1	0	6	68	356	8	25	24
EG	0	0	0	0	0	1	0	0	0	1	0	6	70	355	4	28	31
EG	0	0	0	0	0	1	0	0	0	1	0	6	71	355	27	54	42
EG	0	0	0	0	0	1	0	0	0	0	1	6	72	354	13	50	30
EG	1	1	2	0	0	1	0	0	0	0	1	7	73	354	8	12	37
EG	1	1	2	0	0	1	0	0	0	0	1	7	74	354	11	20	31
EG	0	0	0	0	0	1	0	0	0	0	1	7	75	353	10	12	11
EG	0	0	0	0	0	1	0	0	0	1	0	6	68	356	8	17	66
EG	0	0	0	0	0	1	0	0	0	1	0	6	69	355	5	75	53
EG	0	0	0	0	0	1	0	0	0	1	0	6	70	355	17	50	26
EG	0	0	0	0	0	1	0	0	0	0	1	6	72	354	7	54	30
EG	0	0	0	0	0	1	0	0	0	0	1	7	73	354	11	29	25
EG	0	0	0	0	0	1	0	0	0	0	1	7	74	354	9	56	47
EG	1	1	2	0	0	1	0	0	0	0	1	7	75	353	29	27	24
EG	1	0	1	0	0	1	0	0	0	1	0	6	67	356	8	10	34
EG	1	0	1	0	0	1	0	0	0	1	0	6	69	355	6	42	44
EG	0	0	0	0	0	1	0	0	0	1	0	6	70	355	19	34	25
EG	0	0	0	0	0	1	0	0	0	0	1	6	72	354	7	66	38
EG	0	0	0	0	0	1	0	0	0	0	1	7	73	354	4	21	44
EG	0	0	0	0	0	1	0	0	0	0	1	7	74	354	18	52	45
EG	0	0	0	0	0	1	0	0	0	0	1	7	76	353	50	22	36
EU	1	0	1	0	0	1	0	0	0	1	0	7	76	352	7	20	22
EU	1	0	1	0	0	1	0	0	0	1	0	7	77	352	3	25	26
EU	0	0	0	0	0	1	0	0	0	1	0	7	77	352	12	69	68
EU	1	0	1	0	0	1	0	0	0	1	0	7	77	352	50	55	33
EU	0	0	0	0	0	1	0	0	0	1	0	7	77	351	12	17	10
EU	0	0	0	0	0	1	0	0	0	1	0	7	77	351	11	47	51
EU	1	1	2	0	0	1	0	0	0	1	0	7	77	351	11	18	32
EU	0	0	0	0	0	1	0	0	0	1	0	7	77	351	12	70	80
EU	0	0	0	0	0	1	0	0	0	1	0	7	77	351	19	88	120
EU	0	0	0	0	0	1	0	0	0	1	0	7	77	351	5	37	10
EU	0	0	0	0	0	1	0	0	0	1	0	7	77	351	12	20	29
EU	1	0	1	0	0	1	0	0	0	1	0	7	77	351	1	26	24
EU	0	0	0	0	0	1	0	0	0	1	0	7	77	351	20	40	20
EU	0	0	0	0	0	1	0	0	0	1	0	7	77	350	8	47	25
EU	0	1	1	0	0	1	0	0	0	1	0	7	77	350	8	19	24
EU	0	1	1	0	0	1	0	0	0	1	0	7	77	350	3	20	20
EU	0	0	0	0	0	1	0	0	0	1	0	7	77	350	5	78	86
EU	0	0	0	0	0	1	0	0	0	1	0	7	77	350	12	40	25
EU	0	0	0	0	0	1	0	0	0	1	0	7	77	350	10	27	25
EU	0	0	0	0	0	1	0	0	0	1	0	7	77	350	13	10	5
EU	0	0	0	0	0	1	0	0	0	1	0	7	77	350	8	15	32
EU	0	0	0	0	0	1	0	0	0	1	0	7	77	350	6	18	26
EU	1	0	1	0	0	1	0	0	0	1	0	7	77	350	11	10	19
EU	0	0	0	0	0	1	0	0	0	1	0	7	77	350	9	28	57
EU	1	0	1	0	0	1	0	0	0	1	0	7	77	349	9	29	29
EU	0	1	1	0	0	1	0	0	0	1	0	7	77	349	4	18	15
EU	0	0	0	0	0	1	0	0	0	1	0	7	77	349	5	39	24
EU	1	0	1	0	0	1	0	0	0	1	0	7	76	352	6	22	40
EU	0	0	0	0	0	1	0	0	0	1	0	7	76	352	29	15	13
EU	0	0	0	0	0	1	0	0	0	1	0	7	77	352	5	12	3
EU	0	0	0	0	0	1	0	0	0	1	0	7	77	352	7	68	76
EU	0	0	0	0	0	1	0	0	0	1	0	7	77	351	9	14	29
EU	1	0	1	0	0	1	0	0	0	1	0	7	77	351	16	33	18
EU	0	0	0	0	0	1	0	0	0	1	0	7	77	351	15	38	19
EU	0	0	0	0	0	1	0	0	0	1	0	7	77	351	7	13	25
EU	0	0	0	0	0	1	0	0	0	1	0	7	77	351	5	20	32
EU	0	0	0	0	0	1	0	0	0	1	0	7	77	351	12	21	26
EU	0	0	0	0	0	1	0	0	0	1	0	7	77	351	8	28	95
EU	0	0	0	0	0	1	0	0	0	1	0	7	77	351	3	49	40
EU	0	0	0	0	0	1	0	0	0	1	0	7	77	351	6	44	37
EU	1	0	1	0	0	1	0	0	0	1	0	7	77	350	13	41	32
EU	1	0	1	0	0	1	0	0	0	1	0	7	77	350	8	24	13
EU	0	0	0	0	0	1	0	0	0	1	0	7	77	350	3	37	40
EU	1	0	1	0	0	1	0	0	0	1	0	7	77	350	7	60	49
