VAR	AUG	OCT	SCORE	Cartref	Glenrosa	Oakleaf	Tukulu	Westleigh	FineSand	FineSandyLoam	LoamyFineSand	SoilSuitIndex	EffectRootDepth	Elevation	Slope	Roughness	Ruggedness
EU	0	0	0	0	1	0	0	0	0	0	1	7	79	360	19	7	6
EU	0	0	0	0	1	0	0	0	0	0	1	7	79	360	13	25	39
EU	0	1	1	0	1	0	0	0	0	0	1	7	79	360	21	73	35
EU	1	0	1	0	1	0	0	0	0	0	1	7	78	359	19	81	77
EU	0	0	0	0	1	0	0	0	0	0	1	7	78	359	14	33	48
EU	0	0	0	0	1	0	0	0	0	0	1	7	78	359	11	37	22
EU	0	0	0	0	1	0	0	0	0	0	1	7	78	359	24	97	108
EU	0	0	0	0	1	0	0	0	0	0	1	7	78	359	17	59	78
EU	0	0	0	0	1	0	0	0	0	0	1	7	78	359	9	15	17
EU	0	0	0	0	1	0	0	0	0	0	1	7	78	359	8	45	28
EU	0	0	0	0	0	1	0	0	0	0	1	7	78	358	27	21	11
EU	0	0	0	0	0	1	0	0	0	0	1	7	77	358	15	34	41
EU	0	0	0	0	0	1	0	0	0	0	1	7	77	358	13	79	69
EU	0	0	0	0	0	1	0	0	0	0	1	7	77	358	17	22	10
EU	0	0	0	0	0	1	0	0	0	0	1	7	77	358	24	38	28
EU	1	0	1	0	0	1	0	0	0	0	1	6	77	358	9	42	59
CX	0	0	0	0	0	0	1	0	0	0	1	7	78	364	9	85	114
CX	0	0	0	0	0	0	1	0	0	0	1	7	78	364	10	93	67
CX	0	0	0	0	0	0	1	0	0	0	1	7	78	364	15	58	63
CX	0	0	0	0	0	0	1	0	0	0	1	7	77	363	8	20	45
CX	0	0	0	0	0	0	1	0	0	0	1	7	77	363	11	50	35
CX	0	0	0	0	0	0	1	0	0	0	1	7	77	363	13	42	14
CX	0	0	0	0	0	0	1	0	0	0	1	7	77	362	8	38	40
CX	0	0	0	0	0	0	1	0	0	0	1	7	77	362	5	80	66
CX	0	0	0	0	0	0	1	0	0	0	1	7	76	362	5	43	58
CX	0	0	0	0	0	0	1	0	0	0	1	7	76	362	9	33	30
CX	0	0	0	0	0	0	1	0	0	0	1	7	76	361	7	26	33
CX	0	0	0	0	0	0	1	0	0	0	1	7	75	361	23	34	42
CX	0	0	0	0	0	0	1	0	0	0	1	7	78	364	11	63	37
CX	0	0	0	0	0	0	1	0	0	0	1	7	78	364	4	32	39
CX	0	0	0	0	0	0	1	0	0	0	1	7	78	363	17	49	51
CX	0	0	0	0	0	0	1	0	0	0	1	7	77	363	4	94	100
CX	0	0	0	0	0	0	1	0	0	0	1	7	77	363	10	55	39
CX	0	0	0	0	0	0	1	0	0	0	1	7	77	363	2	45	28
CX	0	0	0	0	0	0	1	0	0	0	1	7	77	362	12	60	57
CX	0	0	0	0	0	0	1	0	0	0	1	7	77	362	8	31	82
CX	0	0	0	0	0	0	1	0	0	0	1	7	76	362	3	20	18
CX	0	0	0	0	0	0	1	0	0	0	1	7	76	362	11	13	6
CX	0	0	0	0	0	0	1	0	0	0	1	7	76	361	8	43	31
CX	1	0	1	0	0	0	1	0	0	0	1	7	75	361	11	17	11
CX	0	0	0	0	0	0	1	0	0	0	1	7	78	364	8	79	53
CX	0	0	0	0	0	0	1	0	0	0	1	7	78	363	6	20	40
CX	0	0	0	0	0	0	1	0	0	0	1	7	78	363	4	60	50
CX	1	0	1	0	0	0	1	0	0	0	1	7	77	363	11	50	34
CX	0	0	0	0	0	0	1	0	0	0	1	7	77	363	9	46	27
CX	0	0	0	0	0	0	1	0	0	0	1	7	77	362	13	54	31
CX	0	0	0	0	0	0	1	0	0	0	1	7	77	362	8	53	31
CX	0	0	0	0	0	0	1	0	0	0	1	7	77	362	12	42	12
CX	0	0	0	0	0	0	1	0	0	0	1	7	76	362	5	15	32
CX	0	0	0	0	0	0	1	0	0	0	1	7	76	361	14	43	33
CX	0	0	0	0	0	0	1	0	0	0	1	7	76	361	13	27	12
CX	0	0	0	0	0	0	1	0	0	0	1	7	76	361	9	20	37
CX	0	0	0	0	0	0	1	0	0	0	1	7	78	363	19	55	32
CX	0	0	0	0	0	0	1	0	0	0	1	7	78	363	5	71	113
CX	0	0	0	0	0	0	1	0	0	0	1	7	78	363	17	51	25
CX	0	0	0	0	0	0	1	0	0	0	1	7	77	363	10	46	40
CX	0	0	0	0	0	0	1	0	0	0	1	7	77	363	15	41	63
CX	0	0	0	0	0	0	1	0	0	0	1	7	77	362	5	114	77
CX	0	0	0	0	0	0	1	0	0	0	1	7	77	362	9	32	8
CX	0	0	0	0	0	0	1	0	0	0	1	7	77	362	9	40	39
CX	0	0	0	0	0	0	1	0	0	0	1	7	76	362	3	17	31
CX	0	0	0	0	0	0	1	0	0	0	1	7	76	361	8	50	43
CX	0	0	0	0	0	0	1	0	0	0	1	7	76	361	7	33	53
CX	0	0	0	0	0	0	1	0	0	0	1	7	76	361	6	25	28
CX	0	0	0	0	0	0	1	0	0	0	1	7	78	363	8	56	34
CX	0	0	0	0	0	0	1	0	0	0	1	7	78	363	9	14	12
CX	0	0	0	0	0	0	1	0	0	0	1	7	78	363	7	25	21
CX	0	0	0	0	0	0	1	0	0	0	1	7	78	363	11	21	27
CX	0	0	0	0	0	0	1	0	0	0	1	7	77	362	12	24	81
CX	0	0	0	0	0	0	1	0	0	0	1	7	77	362	6	15	55
CX	0	0	0	0	0	0	1	0	0	0	1	7	77	362	8	38	20
CX	0	0	0	0	0	0	1	0	0	0	1	7	77	362	6	39	43
CX	0	0	0	0	0	0	1	0	0	0	1	7	77	362	9	58	47
CX	0	0	0	0	0	0	1	0	0	0	1	7	76	361	7	14	68
CX	0	0	0	0	0	0	1	0	0	0	1	7	76	361	10	59	15
CX	0	0	0	0	0	0	1	0	0	0	1	7	76	361	8	60	42
CX	1	1	2	0	0	0	1	0	0	0	1	7	78	363	6	22	25
CX	0	0	0	0	0	0	1	0	0	0	1	7	78	363	6	97	76
CX	0	0	0	0	0	0	1	0	0	0	1	7	78	363	4	63	41
CX	0	0	0	0	0	0	1	0	0	0	1	7	78	363	6	58	87
CX	0	0	0	0	0	0	1	0	0	0	1	7	78	362	7	48	47
CX	1	0	1	0	0	0	1	0	0	0	1	7	77	362	8	52	42
CX	0	0	0	0	0	0	1	0	0	0	1	7	77	362	10	70	69
CX	0	0	0	0	0	0	1	0	0	0	1	7	77	362	8	41	55
CX	0	0	0	0	0	0	1	0	0	0	1	7	77	362	8	44	57
CX	0	0	0	0	0	0	1	0	0	0	1	7	76	361	5	33	31
CX	0	0	0	0	0	0	1	0	0	0	1	7	76	361	17	20	25
CX	0	0	0	0	0	0	1	0	0	0	1	7	76	361	19	36	20
CA	0	0	0	0	0	0	1	0	0	0	1	7	80	365	14	82	63
CA	0	0	0	0	0	0	1	0	0	0	1	7	80	364	20	71	47
CA	0	1	1	0	0	0	1	0	0	0	1	7	80	364	12	96	64
CA	1	1	2	0	0	0	1	0	0	0	1	7	79	363	5	51	31
CA	0	0	0	0	0	0	1	0	0	0	1	7	78	363	8	51	24
CA	0	0	0	0	0	0	1	0	0	0	1	7	78	362	15	82	104
CA	0	0	0	0	0	0	1	0	0	0	1	7	76	362	10	37	31
CA	0	1	1	0	0	0	1	0	0	0	1	7	80	364	10	52	55
CA	1	0	1	0	0	0	1	0	0	0	1	7	80	364	9	47	43
CA	0	0	0	0	0	0	1	0	0	0	1	7	79	363	6	37	24
CA	0	0	0	0	0	0	1	0	0	0	1	7	79	363	10	87	106
CA	0	0	0	0	0	0	1	0	0	0	1	7	78	363	14	55	43
CA	0	0	0	0	0	0	1	0	0	0	1	7	77	362	13	28	25
CA	0	0	0	0	0	0	1	0	0	0	1	7	76	362	2	48	23
CA	1	0	1	0	0	0	1	0	0	0	1	7	79	364	7	61	32
CA	0	0	0	0	0	0	1	0	0	0	1	7	79	364	6	78	103
CA	1	0	1	0	0	0	1	0	0	0	1	7	79	363	6	77	35
CA	0	0	0	0	0	0	1	0	0	0	1	7	78	363	3	26	40
CA	0	0	0	0	0	0	1	0	0	0	1	7	78	363	7	59	31
CA	0	0	0	0	0	0	1	0	0	0	1	7	77	362	3	89	49
CA	0	0	0	0	0	0	1	0	0	0	1	7	76	362	8	41	54
EU	1	0	1	0	0	1	0	0	0	0	1	6	70	351	7	59	43
EU	0	0	0	0	0	1	0	0	0	0	1	6	69	351	13	25	51
EU	0	0	0	0	0	1	0	0	0	0	1	6	68	351	5	75	100
EU	0	0	0	0	0	1	0	0	0	0	1	6	68	351	3	45	35
EU	0	0	0	0	0	1	0	0	0	0	1	6	67	350	18	66	60
EU	0	0	0	0	0	1	0	0	0	0	1	6	66	350	17	45	32
EU	1	0	1	0	0	1	0	0	0	0	1	6	66	350	10	20	37
EU	0	0	0	0	0	1	0	0	0	0	1	6	70	351	8	75	78
EU	0	0	0	0	0	1	0	0	0	0	1	6	69	351	10	32	45
EU	0	0	0	0	0	1	0	0	0	0	1	6	69	351	15	46	102
EU	0	0	0	0	0	1	0	0	0	0	1	6	68	351	13	25	69
EU	0	0	0	0	0	1	0	0	0	0	1	6	68	350	13	34	103
EU	0	0	0	0	0	1	0	0	0	0	1	6	67	350	3	15	15
EU	0	0	0	0	0	1	0	0	0	0	1	6	67	350	6	60	55
EU	0	0	0	0	0	1	0	0	0	0	1	6	70	351	9	48	62
EU	0	0	0	0	0	1	0	0	0	0	1	6	70	351	6	33	30
EU	0	0	0	0	0	1	0	0	0	0	1	6	69	350	14	51	86
EU	0	0	0	0	0	1	0	0	0	0	1	6	69	350	6	73	44
EU	0	0	0	0	0	1	0	0	0	0	1	6	68	350	2	31	42
EU	0	0	0	0	0	1	0	0	0	0	1	6	68	350	10	97	97
EU	0	0	0	0	0	1	0	0	0	0	1	6	67	349	16	78	25
EG	0	0	0	0	0	1	0	0	0	0	1	6	70	352	3	18	24
EG	0	0	0	0	0	1	0	0	0	0	1	6	69	352	31	58	40
EG	0	0	0	0	0	1	0	0	0	0	1	6	68	352	29	33	30
EG	0	0	0	0	0	1	0	0	0	0	1	6	67	352	18	86	91
EG	0	0	0	0	0	1	0	0	0	0	1	6	66	352	12	25	10
EG	0	0	0	0	0	1	0	0	0	0	1	6	65	352	24	60	23
EG	0	0	0	0	0	1	0	0	0	0	1	6	63	352	7	46	24
EG	0	0	0	0	0	1	0	0	0	0	1	6	62	351	3	7	25
EG	0	0	0	0	0	1	0	0	0	0	1	6	61	351	6	35	38
EG	0	0	0	0	0	1	0	0	0	0	1	6	61	351	15	35	33
EG	0	0	0	0	0	1	0	0	0	0	1	6	60	351	18	49	130
EG	0	0	0	0	0	1	0	0	0	0	1	6	60	351	15	20	20
EG	0	0	0	0	0	1	0	0	0	0	1	6	70	352	28	38	50
EG	0	0	0	0	0	1	0	0	0	0	1	6	69	352	9	62	80
EG	0	0	0	0	0	1	0	0	0	0	1	6	68	352	8	54	41
EG	0	0	0	0	0	1	0	0	0	0	1	6	67	352	11	24	38
EG	0	0	0	0	0	1	0	0	0	0	1	6	66	352	8	31	18
EG	0	0	0	0	0	1	0	0	0	0	1	6	64	352	8	25	17
EG	0	0	0	0	0	1	0	0	0	0	1	6	63	351	8	55	36
EG	0	0	0	0	0	1	0	0	0	0	1	6	62	351	55	37	31
EG	0	1	1	0	0	1	0	0	0	0	1	6	61	351	8	16	18
EG	0	0	0	0	0	1	0	0	0	0	1	6	61	351	9	32	24
EG	0	0	0	0	0	1	0	0	0	0	1	6	60	351	16	76	80
EG	0	0	0	0	0	1	0	0	0	0	1	6	60	350	32	48	43
EG	0	0	0	0	0	1	0	0	0	0	1	6	70	352	17	9	37
EG	0	0	0	0	0	1	0	0	0	0	1	6	69	352	6	15	41
EG	0	0	0	0	0	1	0	0	0	0	1	6	68	352	12	42	41
EG	0	0	0	0	0	1	0	0	0	0	1	6	67	352	3	49	44
EG	0	0	0	0	0	1	0	0	0	0	1	6	65	352	7	61	40
EG	0	0	0	0	0	1	0	0	0	0	1	6	64	351	14	21	32
EG	0	0	0	0	0	1	0	0	0	0	1	6	63	351	12	67	34
EG	1	1	2	0	0	1	0	0	0	0	1	6	62	351	13	21	22
EG	0	0	0	0	0	1	0	0	0	0	1	6	61	351	23	61	49
EG	0	0	0	0	0	1	0	0	0	0	1	6	61	351	23	54	43
EG	0	0	0	0	0	1	0	0	0	0	1	6	60	351	19	56	61
EG	0	0	0	0	0	1	0	0	0	0	1	6	60	350	7	25	12
EG	0	0	0	0	0	1	0	0	0	0	1	6	70	352	57	30	50
EG	0	0	0	0	0	1	0	0	0	0	1	6	69	352	25	46	37
EG	0	0	0	0	0	1	0	0	0	0	1	6	68	352	19	37	26
EG	0	0	0	0	0	1	0	0	0	0	1	6	67	352	2	22	16
EG	0	0	0	0	0	1	0	0	0	0	1	6	65	352	27	11	51
EG	1	1	2	0	0	1	0	0	0	0	1	6	64	351	39	46	33
EG	0	0	0	0	0	1	0	0	0	0	1	6	63	351	35	43	26
EG	0	0	0	0	0	1	0	0	0	0	1	6	62	351	8	16	19
EG	0	0	0	0	0	1	0	0	0	0	1	6	61	351	27	24	21
EG	0	0	0	0	0	1	0	0	0	0	1	6	61	351	23	24	15
EG	0	0	0	0	0	1	0	0	0	0	1	6	60	351	68	49	27
EG	0	0	0	0	0	1	0	0	0	0	1	6	60	350	7	94	79
EG	0	0	0	0	0	1	0	0	0	0	1	6	70	352	16	36	33
EG	0	0	0	0	0	1	0	0	0	0	1	6	69	352	8	66	59
EG	0	0	0	0	0	1	0	0	0	0	1	6	68	352	63	23	56
EG	0	0	0	0	0	1	0	0	0	0	1	6	67	352	62	55	54
EG	0	0	0	0	0	1	0	0	0	0	1	6	66	351	12	24	65
EG	0	0	0	0	0	1	0	0	0	0	1	6	65	351	6	52	50
EG	0	1	1	0	0	1	0	0	0	0	1	6	64	351	6	72	71
EG	0	0	0	0	0	1	0	0	0	0	1	6	63	351	18	34	26
EG	1	1	2	0	0	1	0	0	0	0	1	6	62	351	68	19	33
EG	0	0	0	0	0	1	0	0	0	0	1	6	61	351	53	88	42
EG	0	0	0	0	0	1	0	0	0	0	1	6	61	350	22	25	35
EG	0	0	0	0	0	1	0	0	0	0	1	6	61	350	26	39	27
EG	0	0	0	0	0	1	0	0	0	0	1	6	70	352	55	37	44
EG	0	0	0	0	0	1	0	0	0	0	1	6	69	352	5	55	32
EG	0	0	0	0	0	1	0	0	0	0	1	6	68	352	15	64	63
EG	0	0	0	0	0	1	0	0	0	0	1	6	67	352	11	24	25
EG	0	0	0	0	0	1	0	0	0	0	1	6	66	351	14	38	54
EG	0	0	0	0	0	1	0	0	0	0	1	6	65	351	33	15	42
EG	1	0	1	0	0	1	0	0	0	0	1	6	64	351	8	30	19
EG	0	0	0	0	0	1	0	0	0	0	1	6	63	351	2	40	26
EG	0	0	0	0	0	1	0	0	0	0	1	6	62	351	16	35	35
EG	0	0	0	0	0	1	0	0	0	0	1	6	62	351	19	69	72
EG	0	0	0	0	0	1	0	0	0	0	1	6	62	350	18	39	60
EG	0	0	0	0	0	1	0	0	0	0	1	6	62	350	17	35	78
EU	0	0	0	0	0	0	1	0	0	0	1	5	77	355	11	32	69
EU	0	0	0	0	0	0	1	0	0	0	1	5	78	354	19	26	50
EU	0	0	0	0	0	0	0	1	0	0	1	5	79	354	13	65	58
EU	0	0	0	0	0	0	1	0	0	0	1	6	76	355	16	45	27
EU	0	1	1	0	0	0	1	0	0	0	1	5	77	354	7	52	45
EU	0	0	0	0	0	0	1	0	0	0	1	5	77	353	6	25	74
EU	0	0	0	0	0	0	1	0	0	0	1	6	75	354	12	51	35
EU	0	1	1	0	0	0	1	0	0	0	1	5	75	354	6	55	30
EU	0	0	0	0	0	0	1	0	0	0	1	5	75	353	3	70	60
EU	0	0	0	0	0	1	0	0	0	0	1	6	74	354	8	40	32
EU	0	0	0	0	0	0	1	0	0	0	1	6	74	353	12	39	42
EU	0	0	0	0	0	0	1	0	0	0	1	6	74	353	16	46	25
EU	0	0	0	0	0	1	0	0	0	0	1	6	73	354	4	77	56
EU	0	0	0	0	0	1	0	0	0	0	1	6	72	353	11	34	52
EU	0	0	0	0	0	1	0	0	0	0	1	6	72	352	20	62	56
EU	0	0	0	0	0	1	0	0	0	0	1	6	71	353	8	69	39
EU	0	0	0	0	0	1	0	0	0	0	1	6	70	353	18	42	15
EU	0	0	0	0	0	1	0	0	0	0	1	6	69	352	9	46	56
CX	0	0	0	0	0	1	0	0	0	0	1	6	75	358	6	27	16
CX	0	0	0	0	0	1	0	0	0	0	1	6	75	358	3	16	26
CX	0	0	0	0	0	1	0	0	0	0	1	6	75	358	6	34	29
CX	0	0	0	0	0	1	0	0	0	0	1	6	75	357	7	26	27
CX	0	0	0	0	0	1	0	0	0	0	1	6	75	357	2	51	50
CX	0	0	0	0	0	1	0	0	0	0	1	6	75	357	5	42	39
CX	0	0	0	0	0	1	0	0	0	0	1	6	75	357	19	24	43
CX	0	0	0	0	0	1	0	0	0	0	1	6	74	357	8	27	23
CX	0	0	0	0	0	1	0	0	0	0	1	6	74	357	16	33	15
CX	0	0	0	0	0	1	0	0	0	0	1	6	74	357	13	14	14
CX	0	0	0	0	0	1	0	0	0	0	1	6	74	357	6	35	21
CX	0	0	0	0	0	1	0	0	0	0	1	6	74	356	7	15	13
CX	0	0	0	0	0	1	0	0	0	0	1	6	74	356	6	40	43
CX	1	0	1	0	0	1	0	0	0	0	1	6	74	356	6	80	79
CX	1	1	2	0	0	1	0	0	0	0	1	6	74	356	12	37	35
CX	0	0	0	0	0	1	0	0	0	0	1	6	74	356	12	46	16
CX	0	0	0	0	0	1	0	0	0	0	1	6	73	356	15	36	36
CX	0	0	0	0	0	1	0	0	0	0	1	6	73	356	6	13	6
CX	0	0	0	0	0	1	0	0	0	0	1	6	73	356	6	32	22
CX	0	0	0	0	0	1	0	0	0	0	1	6	73	355	2	68	64
CX	0	0	0	0	0	1	0	0	0	0	1	6	73	355	20	19	55
CX	0	0	0	0	0	1	0	0	0	0	1	6	73	355	10	59	69
CX	0	0	0	0	0	1	0	0	0	0	1	6	73	355	5	8	35
CX	0	0	0	0	0	1	0	0	0	0	1	6	73	355	10	46	31
CX	0	0	0	0	0	1	0	0	0	0	1	6	73	355	5	42	33
CX	0	0	0	0	0	1	0	0	0	0	1	6	73	355	3	18	33
CX	0	0	0	0	0	1	0	0	0	0	1	6	73	355	14	16	18
CX	0	0	0	0	0	1	0	0	0	0	1	6	75	358	2	51	50
CX	0	0	0	0	0	1	0	0	0	0	1	6	75	358	4	10	12
CX	0	0	0	0	0	1	0	0	0	0	1	6	75	358	8	12	18
CX	0	0	0	0	0	1	0	0	0	0	1	6	75	357	3	11	35
CX	0	0	0	0	0	1	0	0	0	0	1	6	75	357	10	13	18
CX	0	0	0	0	0	1	0	0	0	0	1	6	75	357	12	25	12
CX	0	0	0	0	0	1	0	0	0	0	1	6	75	357	5	22	20
CX	0	0	0	0	0	1	0	0	0	0	1	6	75	357	16	9	8
CX	0	0	0	0	0	1	0	0	0	0	1	6	74	357	7	19	6
CX	0	0	0	0	0	1	0	0	0	0	1	6	74	357	8	6	13
CX	0	0	0	0	0	1	0	0	0	0	1	6	74	357	7	28	15
CX	0	0	0	0	0	1	0	0	0	0	1	6	74	356	5	6	10
CX	0	0	0	0	0	1	0	0	0	0	1	6	74	356	10	21	15
CX	1	0	1	0	0	1	0	0	0	0	1	6	74	356	10	51	48
CX	0	1	1	0	0	1	0	0	0	0	1	6	74	356	16	69	38
CX	1	0	1	0	0	1	0	0	0	0	1	6	74	356	9	28	30
CX	0	0	0	0	0	1	0	0	0	0	1	6	74	356	13	20	40
CX	0	0	0	0	0	1	0	0	0	0	1	6	74	356	6	16	15
CX	0	0	0	0	0	1	0	0	0	0	1	6	73	356	6	14	15
CX	0	0	0	0	0	1	0	0	0	0	1	6	73	355	7	59	53
CX	0	0	0	0	0	1	0	0	0	0	1	6	73	355	13	56	55
CX	0	0	0	0	0	1	0	0	0	0	1	6	73	355	17	22	60
CX	0	0	0	0	0	1	0	0	0	0	1	6	73	355	9	27	19
CX	0	0	0	0	0	1	0	0	0	0	1	6	73	355	15	42	79
CX	0	0	0	0	0	1	0	0	0	0	1	6	73	355	19	26	59
CX	0	0	0	0	0	1	0	0	0	0	1	6	73	355	32	83	47
CX	0	0	0	0	0	1	0	0	0	0	1	6	73	355	10	48	54
CX	0	0	0	0	0	1	0	0	0	0	1	6	75	358	10	29	18
CX	0	0	0	0	0	1	0	0	0	0	1	6	75	358	3	8	18
CX	0	0	0	0	0	1	0	0	0	0	1	6	75	358	8	15	11
CX	0	0	0	0	0	1	0	0	0	0	1	6	75	357	6	14	11
CX	0	0	0	0	0	1	0	0	0	0	1	6	75	357	11	62	51
CX	0	1	1	0	0	1	0	0	0	0	1	6	75	357	4	18	9
CX	0	0	0	0	0	1	0	0	0	0	1	6	75	357	5	21	18
CX	0	0	0	0	0	1	0	0	0	0	1	6	75	357	9	15	16
CX	0	0	0	0	0	1	0	0	0	0	1	6	75	357	14	12	18
CX	0	0	0	0	0	1	0	0	0	0	1	6	74	357	7	9	29
CX	0	0	0	0	0	1	0	0	0	0	1	6	74	357	14	60	63
CX	0	0	0	0	0	1	0	0	0	0	1	6	74	356	14	15	14
CX	0	0	0	0	0	1	0	0	0	0	1	6	74	356	7	18	11
CX	0	0	0	0	0	1	0	0	0	0	1	6	74	356	13	17	33
CX	0	0	0	0	0	1	0	0	0	0	1	6	74	356	18	49	38
CX	1	0	1	0	0	1	0	0	0	0	1	6	74	356	13	59	45
CX	0	1	1	0	0	1	0	0	0	0	1	6	74	356	4	23	22
CX	0	0	0	0	0	1	0	0	0	0	1	6	74	356	47	68	47
CX	0	0	0	0	0	1	0	0	0	0	1	6	74	356	4	41	37
CX	0	0	0	0	0	1	0	0	0	0	1	6	74	355	9	12	32
CX	0	0	0	0	0	1	0	0	0	0	1	6	74	355	17	33	38
CX	0	0	0	0	0	1	0	0	0	0	1	6	73	355	16	33	34
CX	0	0	0	0	0	1	0	0	0	0	1	6	73	355	2	41	14
CX	0	0	0	0	0	1	0	0	0	0	1	6	73	355	9	29	39
CX	0	0	0	0	0	1	0	0	0	0	1	6	73	355	3	111	125
CX	0	0	0	0	0	1	0	0	0	0	1	6	73	355	40	68	46
CX	0	0	0	0	0	1	0	0	0	0	1	6	73	355	11	38	24
EU	1	0	1	0	0	0	1	0	0	0	1	7	74	358	11	49	32
EU	0	0	0	0	0	1	0	0	0	0	1	7	74	358	17	25	49
EU	0	0	0	0	0	1	0	0	0	0	1	7	73	358	9	26	16
EU	0	0	0	0	0	1	0	0	0	0	1	6	73	357	4	43	18
EU	1	0	1	0	0	1	0	0	0	0	1	6	72	357	5	35	26
EU	0	1	1	0	0	1	0	0	0	0	1	6	72	357	11	53	52
EU	0	0	0	0	0	1	0	0	0	0	1	6	71	357	8	49	30
EU	1	0	1	0	0	1	0	0	0	0	1	6	71	356	5	32	26
EU	0	1	1	0	0	1	0	0	0	0	1	6	70	356	14	22	32
EU	0	0	0	0	0	1	0	0	0	0	1	6	70	356	2	11	28
EU	0	1	1	0	0	1	0	0	0	0	1	6	70	356	10	17	15
EU	0	0	0	0	0	1	0	0	0	0	1	6	70	356	8	29	17
EU	1	0	1	0	0	1	0	0	0	0	1	7	74	358	7	17	17
EU	0	0	0	0	0	1	0	0	0	0	1	7	74	358	9	15	16
EU	0	0	0	0	0	1	0	0	0	0	1	7	73	357	6	23	22
EU	0	0	0	0	0	1	0	0	0	0	1	6	73	357	6	6	16
EU	0	0	0	0	0	1	0	0	0	0	1	6	72	357	11	17	25
EU	1	0	1	0	0	1	0	0	0	0	1	6	72	357	3	19	15
EU	0	1	1	0	0	1	0	0	0	0	1	6	71	357	12	16	32
EU	0	0	0	0	0	1	0	0	0	0	1	6	71	356	3	71	74
EU	0	0	0	0	0	1	0	0	0	0	1	6	70	356	17	57	22
EU	0	0	0	0	0	1	0	0	0	0	1	6	70	356	12	28	26
EU	0	0	0	0	0	1	0	0	0	0	1	6	70	356	17	25	17
EU	0	0	0	0	0	1	0	0	0	0	1	6	70	356	5	11	12
EU	0	0	0	0	0	1	0	0	0	0	1	7	74	358	16	30	30
EU	0	0	0	0	0	1	0	0	0	0	1	7	74	358	8	18	13
EU	0	0	0	0	0	1	0	0	0	0	1	6	73	357	6	15	14
EU	1	0	1	0	0	1	0	0	0	0	1	6	73	357	6	9	64
EU	0	0	0	0	0	1	0	0	0	0	1	6	72	357	11	31	18
EU	0	0	0	0	0	1	0	0	0	0	1	6	72	357	5	11	15
EU	1	0	1	0	0	1	0	0	0	0	1	6	71	357	5	29	25
EU	0	0	0	0	0	1	0	0	0	0	1	6	71	356	3	24	9
EU	0	0	0	0	0	1	0	0	0	0	1	6	71	356	15	26	23
EU	1	0	1	0	0	1	0	0	0	0	1	6	70	356	25	9	21
EU	0	1	1	0	0	1	0	0	0	0	1	6	70	356	8	20	27
EU	1	0	1	0	0	1	0	0	0	0	1	6	70	355	2	17	12
EU	0	0	0	0	0	1	0	0	0	0	1	7	74	358	3	24	25
EU	0	0	0	0	0	1	0	0	0	0	1	7	74	358	6	60	29
EU	0	0	0	0	0	1	0	0	0	0	1	6	73	357	1	30	30
EU	0	0	0	0	0	1	0	0	0	0	1	6	73	357	11	20	14
EU	0	0	0	0	0	1	0	0	0	0	1	6	72	357	10	22	11
EU	0	0	0	0	0	1	0	0	0	0	1	6	72	357	13	20	10
EU	0	0	0	0	0	1	0	0	0	0	1	6	71	356	9	31	25
EU	0	0	0	0	0	1	0	0	0	0	1	6	71	356	9	30	19
EU	0	0	0	0	0	1	0	0	0	0	1	6	71	356	7	71	35
EU	0	0	0	0	0	1	0	0	0	0	1	6	70	356	3	24	60
EU	0	0	0	0	0	1	0	0	0	0	1	6	70	356	6	23	20
EU	0	0	0	0	0	1	0	0	0	0	1	6	70	355	9	18	11
EU	0	0	0	0	0	1	0	0	0	0	1	7	74	358	10	13	10
EU	1	0	1	0	0	1	0	0	0	0	1	7	74	358	11	19	23
EU	1	0	1	0	0	1	0	0	0	0	1	6	74	357	4	58	36
EU	1	0	1	0	0	1	0	0	0	0	1	6	73	357	17	72	44
EU	0	0	0	0	0	1	0	0	0	0	1	6	73	357	6	56	64
EU	0	0	0	0	0	1	0	0	0	0	1	6	72	357	9	46	46
EU	0	0	0	0	0	1	0	0	0	0	1	6	72	356	8	46	23
EU	0	0	0	0	0	1	0	0	0	0	1	6	71	356	7	34	45
EU	0	0	0	0	0	1	0	0	0	0	1	6	71	356	6	22	28
EU	1	0	1	0	0	1	0	0	0	0	1	6	71	356	13	75	32
EU	0	1	1	0	0	1	0	0	0	0	1	6	71	356	12	45	47
EU	0	0	0	0	0	1	0	0	0	0	1	6	71	355	3	39	30
EU	1	0	1	0	0	1	0	0	0	0	1	7	75	358	5	21	16
EU	0	0	0	0	0	1	0	0	0	0	1	6	74	358	5	37	67
EU	0	0	0	0	0	1	0	0	0	0	1	6	74	357	6	24	46
EU	0	0	0	0	0	1	0	0	0	0	1	6	73	357	7	22	48
EU	1	0	1	0	0	1	0	0	0	0	1	6	73	357	16	27	46
EU	0	0	0	0	0	1	0	0	0	0	1	6	72	357	9	25	19
EU	1	0	1	0	0	1	0	0	0	0	1	6	72	356	11	28	21
EU	0	1	1	0	0	1	0	0	0	0	1	6	72	356	7	33	45
EU	0	0	0	0	0	1	0	0	0	0	1	6	71	356	9	22	17
EU	0	1	1	0	0	1	0	0	0	0	1	6	71	356	10	37	17
EU	0	0	0	0	0	1	0	0	0	0	1	6	71	355	9	13	22
EU	0	0	0	0	0	1	0	0	0	0	1	6	71	355	4	43	29
CX	0	0	0	0	0	1	0	0	0	1	0	6	68	359	10	21	17
CX	1	0	1	0	0	1	0	0	0	1	0	6	65	359	11	44	48
